,x,y,z
1759,654690.6351316602,312737.87451384496,897.0
1760,100849.42954638106,27575.544100156054,828.0
1761,153935.7873446329,65759.30979024712,1070.0
1762,367707.0078864495,376398.87070351373,2035.0
1763,779798.9993656792,432354.50989661086,706.0
1764,793005.0728986964,461461.09645612445,898.0
1765,613132.4887864103,449873.8360863961,1228.0
1766,432260.0205285891,325719.7976425076,3332.0
1767,225197.35076976666,76394.69549511932,960.0
1768,69648.53306270152,147679.05787605606,1674.0
1769,844291.6155216484,513720.0253089182,486.0
1770,720562.4942461168,444422.41881374456,1535.0
1771,131926.9502401604,89096.75171528198,1756.0
1772,776488.7313874117,496224.545316346,1197.0
1773,440689.461501753,269614.36527499184,1158.0
1774,136257.15685493668,218138.15127289947,2026.0
1775,114572.45300415327,50756.585487853736,905.0
1776,532017.0713358915,459971.3070010599,1198.0
1777,99766.37857624225,241145.7755697118,298.0
1778,712986.3010681572,480418.43170252815,709.0
1779,606560.5333297155,485440.1150269322,470.0
1780,461083.5508221506,415801.6427861564,2692.0
1781,156712.32757229992,184428.13223799504,1628.0
1782,529033.0503228395,340437.1460587308,2378.0
1783,142582.80740967975,151069.33551540505,1889.0
1784,524646.8080414184,319098.4672251679,1821.0
1785,701206.9659719181,398923.69721031,1293.0
1786,645758.3319362057,343556.10292223655,984.0
1787,248979.1295794801,74604.00828852039,168.0
1788,513445.7177499545,411340.38557192404,2520.0
1789,764051.146594095,359763.7536148885,634.0
1790,462498.0691717978,390326.030575105,2553.0
1791,236952.5369345339,302829.7510914579,3007.0
1792,267509.6283428781,90588.99237500131,5.0
1793,211836.29234251246,326918.96383645944,2788.0
1794,359310.9273691662,285389.92919877917,1740.0
1795,406314.253055399,235816.88903002068,163.0
1796,163277.75110534503,230814.68925032206,2562.0
1797,800746.6175254751,435783.5536546288,1129.0
1798,795010.8506726574,568987.4332299782,194.0
1799,800392.0028256006,548624.6987498729,306.0
1800,487869.10437464045,454618.4510832019,1434.0
1801,179422.0632516793,337710.6780285081,1041.0
1802,53066.06789060324,213483.56477820594,1480.0
1803,533453.0452568468,372169.17026239634,1060.0
1804,114474.60966621159,257814.81066272035,1182.0
1805,129608.44129340601,301139.98219980765,1256.0
1806,855616.8109331056,472394.36819421686,741.0
1807,337280.8857876341,406473.8423148142,432.0
1808,291182.75118221506,405804.2048931699,928.0
1809,173402.32526243053,37869.29517812841,304.0
1810,249885.10645934002,309216.67168721464,2034.0
1811,416943.7039173118,411248.6816954911,1602.0
1812,351816.44362765126,298116.9335858887,514.0
1813,752344.1975969705,385000.5003264807,811.0
1814,652309.4150997279,439611.7857104596,1015.0
1815,369206.4860860778,279475.66827697493,1027.0
1816,170329.26203809952,260706.85620213393,2485.0
1817,121240.65789254691,260930.55633736122,1785.0
1818,112733.52014694002,117121.17226138245,1952.0
1819,105044.33254446957,86742.2882612925,1261.0
1820,715288.1392691638,416979.0337348711,985.0
1821,509633.19209374214,431514.7929024352,547.0
1822,756562.9464630389,385633.931089635,414.0
1823,538825.8850309174,283877.75423171744,401.0
1824,370841.0802914154,401811.63536770735,1961.0
1825,94075.3630320711,248490.9183539385,1320.0
1826,837462.1178806871,425671.14313931484,347.0
1827,445152.59698759945,347493.9449925367,2451.0
1828,382847.5296429784,265068.43217601813,999.0
1829,740749.6636950595,410112.9641389549,1424.0
1830,814563.278294536,378350.1777226059,333.0
1831,787651.455579601,519574.3355135862,575.0
1832,692487.082750929,477208.747444422,1366.0
1833,658925.7635533367,313261.4778775126,564.0
1834,631006.2263655709,347007.5028944649,1172.0
1835,528277.5157070521,277575.3960703481,1430.0
1836,547961.0427303263,399842.8972928701,2849.0
1837,821900.4143258368,504218.91100238543,1763.0
1838,165337.8230618909,138352.05784754083,1833.0
1839,408215.1265970553,390050.57242506556,2395.0
1840,63860.6003065414,155092.16048389114,1159.0
1841,771860.0607511243,543444.4073007777,272.0
1842,837919.9768771229,544915.3550167838,558.0
1843,187741.79295226658,265689.1525580147,2331.0
1844,167949.26620857773,142940.41650315933,2002.0
1845,25627.938623846858,151471.8592545977,428.0
1846,53359.45758374763,103591.6818946125,607.0
1847,558069.7087431734,354096.0232176129,2450.0
1848,527241.6751132393,366275.6560859978,1981.0
1849,796312.1802230403,547874.0177717488,255.0
1850,38266.333210433135,163703.69465790503,1650.0
1851,375589.7243515455,285078.8202844905,2110.0
1852,292948.8902445027,337442.09431051277,1028.0
1853,658355.6986145806,445742.66401389986,1514.0
1854,211527.59848511126,69726.72431495879,1528.0
1855,595158.8140018026,400427.8656967748,2938.0
1856,117279.31646763574,305340.6506812619,777.0
1857,333893.7830695858,417881.91448986065,1343.0
1858,431720.06727840955,438173.2498987997,1285.0
1859,406701.35209462274,349090.78929743264,2050.0
1860,260366.03635980468,311115.6015680898,522.0
1861,503350.0109907372,285633.0611944245,2116.0
1862,400185.979965214,286980.42186786886,1554.0
1863,466977.7777990851,323767.4062352553,856.0
1864,580891.9645317402,309392.7555096904,938.0
1865,789245.0468509854,562583.9639327414,640.0
1866,594549.5962972927,473368.07571103424,860.0
1867,180543.756014671,209067.15316416603,1274.0
1868,688724.234779302,466066.6362799527,1154.0
1869,157037.51817047544,97511.44849245064,2361.0
1870,89055.10517477203,163126.57698035985,3023.0
1871,392738.5943839725,352969.80742706545,2712.0
1872,780520.1178800913,459370.85902540945,594.0
1873,42168.67491025082,85199.84010831919,824.0
1874,503511.69606259716,425655.6665035505,1157.0
1875,272721.5459315167,280806.0261530187,507.0
1876,417022.24815865426,355137.3259530831,2543.0
1877,172515.03612672043,168532.17843923718,836.0
1878,656168.3197445618,350199.0927996868,1139.0
1879,87241.88725503878,245390.82724535093,1101.0
1880,714793.7010671196,368795.53278472647,494.0
1881,650142.5202162252,444565.91871284135,1034.0
1882,241074.0482803363,275020.9521873221,2359.0
1883,469901.70360760955,360214.21356242057,539.0
1884,671429.9482901571,325515.11627307814,1770.0
1885,585003.5280629667,362480.33584576286,2069.0
1886,553477.8624217599,280107.9341584584,183.0
1887,175401.85939823143,59081.24643949326,692.0
1888,437557.615676623,433705.959460984,1447.0
1889,238468.70310268248,349829.00554036535,2327.0
1890,462865.2544372272,323377.87533236854,1554.0
1891,839596.5296579562,458667.89648809005,460.0
1892,107274.44480681577,271049.6955750268,784.0
1893,384452.0011631675,443476.98113051616,1058.0
1894,351651.3409852081,334609.6866253065,2172.0
1895,180170.072639259,252118.85869248956,1204.0
1896,89392.28754805872,86300.9532775823,877.0
1897,523932.1885706904,266651.91077773925,365.0
1898,101162.56273968972,71516.76620854065,1003.0
1899,266113.4166156379,393173.98587741517,725.0
1900,63518.744488997036,94733.68902700394,535.0
1901,139366.42782449204,292472.3982763877,1136.0
1902,731274.8886600919,381885.77558983676,649.0
1903,739924.7803256125,479435.42047466896,1185.0
1904,589151.5952484836,362977.7027488025,2202.0
1905,207548.02310914797,275225.4174019871,2834.0
1906,125941.10159365629,52654.16599329002,1218.0
1907,714449.2376872022,379456.6076252954,599.0
1908,182563.06369875488,326030.10453672614,2526.0
1909,754868.8145860964,513865.2440545717,664.0
1910,602994.9426030032,443274.2526584985,1477.0
1911,312068.3067828171,419754.09592876676,484.0
1912,646075.1564778939,322331.5333970841,583.0
1913,25460.02840642701,168056.51204445027,1061.0
1914,576680.2639091241,298378.6350208083,942.0
1915,354180.2148484608,385623.3202727819,534.0
1916,617212.6855752713,450435.3340115994,2560.0
1917,656181.2253299451,450693.5969074657,926.0
1918,73270.98626452324,179316.58832453843,1315.0
1919,209793.7552120174,226470.7476301212,1090.0
1920,453593.02656959667,358596.1196700139,2672.0
1921,211924.67932154651,353328.6008982649,711.0
1922,838669.6174767367,534275.216963402,453.0
1923,459192.7623218059,420713.4045345681,1984.0
1924,564336.5228533756,412229.3652732391,2939.0
1925,562255.7151828385,458671.6387478346,929.0
1926,710340.7874597977,495876.05266545434,1745.0
1927,254529.5602664578,344579.0815203972,2415.0
1928,582489.1823730515,461343.17110697273,1805.0
1929,813308.205495408,361806.84496426024,769.0
1930,695402.2102158878,382103.9343827469,960.0
1931,381941.6102808648,382547.3528852705,2381.0
1932,494952.25655675196,393785.85455276165,2201.0
1933,539580.2236781858,367656.09037584905,1936.0
1934,410691.9718186636,461282.3573733466,890.0
1935,158171.4334679321,334237.19461863954,1663.0
1936,295752.31897337403,414698.33964166325,818.0
1937,511151.4957750362,254946.35358957294,185.0
1938,111840.0012529089,46124.64457741473,908.0
1939,273087.72459762526,406525.7931366246,411.0
1940,764505.0857034011,349010.3128462387,1015.0
1941,517611.48773781775,422145.24619939085,2015.0
1942,173488.19702545676,179018.7869650675,1252.0
1943,327219.2945867185,368245.81643519085,866.0
1944,521841.9076204531,443268.2355261417,670.0
1945,318800.58189342765,433073.2047874667,663.0
1946,773027.333177105,350261.5647957297,677.0
1947,769224.9040503672,338862.54781690706,453.0
1948,271527.19213120925,323319.5380622996,2384.0
1949,471585.28178760904,344897.54950299114,2282.0
1950,316562.2613948731,428635.95995110925,779.0
1951,717090.7391631447,481070.7210293822,2147.0
1952,38690.56768581178,130527.93662399054,744.0
1953,355899.67047030904,379916.7483425718,1392.0
1954,253432.21393714618,244558.28357185423,458.0
1955,178024.00984560075,134328.71754662786,625.0
1956,278306.1753871501,363073.2403841708,1555.0
1957,479810.2790791449,257353.9278383972,1289.0
1958,545892.442495897,394400.32619317994,1805.0
1959,393758.82658720756,429245.8359556971,1811.0
1960,758334.7811370108,342703.5012075631,858.0
1961,871451.28265921,458902.23977196217,713.0
1962,463908.343432722,364764.700270555,2815.0
1963,721994.7163192052,342964.0706619201,1117.0
1964,42096.99871213554,195339.02679633815,1398.0
1965,190214.59801988467,365883.8179415753,1561.0
1966,181766.24968074204,246240.68327384535,2725.0
1967,91051.99410626938,260352.9587429352,1404.0
1968,161650.09912912687,349029.59307642654,1160.0
1969,490523.6650086778,372664.33269901946,1884.0
1970,341333.77620822814,368972.77045950573,1569.0
1971,104185.89495116344,119892.50120555982,1372.0
1972,669838.5706627222,479016.29742472526,1589.0
1973,574339.788646909,470622.21133919526,1461.0
1974,7131.666313611495,146726.54166127276,483.0
1975,287263.4741582984,281488.5511214789,191.0
1976,471341.2089579347,334534.63495715335,1507.0
1977,276516.07956006605,305948.9988423344,1208.0
1978,376156.33259569906,387102.7701961696,2454.0
1979,325513.764498901,410242.38929251116,1236.0
1980,511708.4626582575,436905.8910035677,977.0
1981,472059.43236137513,365588.28963323403,2431.0
1982,751916.4787843295,443991.7571112793,1147.0
1983,627996.8758754185,415208.6477432521,1875.0
1984,389543.56379363214,373064.60510213673,2286.0
1985,446328.85804224404,465149.4064497277,808.0
1986,514070.07164096454,473144.6586107388,1133.0
1987,106729.67694136972,184527.89747437648,2336.0
1988,864114.737354452,501146.62101941835,279.0
1989,359824.20509926724,295663.954117978,1519.0
1990,761961.930654505,536370.0556289647,295.0
1991,482567.5162423753,382141.9194897823,1876.0
1992,413684.20700459514,318945.9950681394,1546.0
1993,381527.92865633423,326497.4056271026,3890.0
1994,597561.8947341444,342939.516923517,1503.0
1995,783539.5473223557,481355.8747667102,1048.0
1996,553557.2973189368,290646.08931130357,612.0
1997,694593.6301911506,333882.0282033207,1274.0
1998,523454.47232828353,396979.86919871625,3293.0
1999,304744.35755516466,297027.6954421438,1006.0
2000,593132.9436513125,394935.2238528561,3076.0
2001,417737.1449407476,375654.37706612516,1387.0
2002,619176.6552286816,455934.6736824941,1066.0
2003,455175.65077752486,420282.9903896963,1333.0
2004,160505.7449213678,269314.1900205156,2290.0
2005,670989.8641394468,346802.87333227973,1197.0
2006,572344.6182465865,465176.2116037337,937.0
2007,122378.86856332218,124927.60186963063,1586.0
2008,258883.7679448346,290487.57598007564,703.0
2009,402649.43501974904,348732.1135578919,2264.0
2010,730114.3119258855,354856.7654503109,774.0
2011,21343.73963303928,152927.1190702701,385.0
2012,343804.65314610203,300582.0227456456,199.0
2013,727813.1771744245,359907.0450606225,410.0
2014,171188.91249543842,131073.35905899294,2081.0
2015,429524.985641063,366542.13275425043,1488.0
2016,824896.9797193578,553203.682441581,238.0
2017,423736.64810349414,257868.82857392263,1035.0
2018,723224.2559234998,369992.76083903573,463.0
2019,323271.84393669106,405790.52788396925,1158.0
2020,313418.61320533074,304794.79667403083,239.0
2021,546049.948145662,435911.28943335544,1721.0
2022,551979.7890096582,379499.6816824004,2260.0
2023,70601.00774129096,97919.8495927155,829.0
2024,428985.43833036296,289337.4059868818,1654.0
2025,330062.5315304095,310060.8141936511,1830.0
2026,345121.37423302216,403976.5348755196,1422.0
2027,131468.14525805897,149227.90326400567,1938.0
2028,818116.936837371,530445.6305139102,662.0
2029,226414.97519264102,353799.65877868515,1621.0
2030,355820.83168744907,296888.9327259585,497.0
2031,859801.573091177,473152.0598698342,515.0
2032,142622.59676209564,107528.55584966205,2128.0
2033,276654.47204616806,368836.6580614997,2817.0
2034,338551.50323257415,354283.4582987549,2610.0
2035,758901.5000653898,380595.6843826892,390.0
2036,258716.29073425906,316915.10085361265,1872.0
2037,190253.7444676399,270207.9881137926,1668.0
2038,513524.8331134654,270903.32325684093,1251.0
2039,336216.50596813794,386130.76478294097,1600.0
2040,89428.70992503263,146605.1815663008,3099.0
2041,469777.4822388634,272113.82133630756,194.0
2042,804940.5247022694,436480.02431288455,727.0
2043,123841.61922915658,75250.07674969733,1954.0
2044,757013.4916690697,374920.73469597567,633.0
2045,778859.4809806615,528701.6960855043,467.0
2046,562271.9745076126,448316.73127708025,841.0
2047,754492.8373945793,331331.520373147,616.0
2048,322639.25797771994,322824.406072502,1810.0
2049,313155.72155114094,403868.47937259916,1045.0
2050,795404.725852666,331831.68750149664,303.0
2051,186204.29874583188,104663.39461211022,705.0
2052,702916.9871633572,473540.43692078907,729.0
2053,38060.0617223446,180257.47825884726,1239.0
2054,241863.0099485537,285365.6903881002,2415.0
2055,640732.4845574689,395845.1855283482,1999.0
2056,472952.34716788825,406828.42400837224,2988.0
2057,792213.5817885424,396534.00070363283,389.0
2058,424950.7117359428,412048.6418612441,1524.0
2059,785899.0248263688,476389.6741316868,1007.0
2060,411869.6985007873,380205.030018731,2137.0
2061,812074.0481598265,459308.63810330164,876.0
2062,547555.7460798759,326756.777303596,2693.0
2063,496562.17634756427,368134.700573897,2014.0
2064,500753.2744123019,259232.78962756507,289.0
2065,491697.68260546046,326170.6217340538,1071.0
2066,204476.84918422933,39277.08735108003,95.0
2067,837152.1986254852,463666.5508042136,467.0
2068,614356.0277462294,334386.24144824874,688.0
2069,324929.8578830784,327325.80405107886,2234.0
2070,252745.7623113665,376647.444784848,1314.0
2071,702771.6930815093,345696.67300940584,895.0
2072,153802.7310926221,109423.30258197058,2600.0
2073,121277.69882774621,114363.4704037765,2611.0
2074,145704.32511528977,182591.7659265753,1002.0
2075,214792.9254984957,235556.90797570907,2034.0
2076,115121.32760524127,284557.84490102064,1437.0
2077,354415.54378520866,431911.37907614,424.0
2078,295652.6618914675,315629.16616333555,943.0
2079,679896.3969349801,326603.45311306044,1413.0
2080,749980.0476237251,486414.0979746459,1291.0
2081,641855.931972604,321812.75555634033,481.0
2082,257229.5257585724,296297.65108338743,281.0
2083,810254.177403006,555809.0251578875,321.0
2084,353683.40544742794,375443.36389969476,874.0
2085,502618.5536642607,363601.53382967506,2329.0
2086,361336.5744540105,326419.04449295346,2264.0
2087,311378.7204916574,373290.3092231499,2855.0
2088,391346.7393548764,368136.3090345692,2081.0
2089,137279.2793638658,54568.42415835615,1178.0
2090,612848.9734750718,470709.14758804813,654.0
2091,521252.50978575443,381184.91217983514,1361.0
2092,805540.630968953,425757.5703890873,468.0
2093,807311.2312264922,393510.06754787825,368.0
2094,660567.7242628022,340124.53278292157,1293.0
2095,400608.1166433448,297300.6616009418,1848.0
2096,851015.8310339393,536616.1646216838,565.0
2097,221039.1598359131,104697.27080511022,463.0
2098,796487.7179796246,510427.79116349574,990.0
2099,146467.59395910654,35256.66083360277,1151.0
2100,687304.255128721,370314.98900913633,1309.0
2101,335190.90639770206,329328.70667132176,2209.0
2102,357129.7337323996,364017.74015382957,2127.0
2103,680129.5484134955,315930.3493862264,745.0
2104,140992.99774635566,157012.86698437762,2319.0
2105,574575.2452947106,408290.83545837086,2341.0
2106,453784.69306553766,223842.91762333922,175.0
2107,624668.097163693,351510.75988375954,1006.0
2108,214116.5285556005,278411.1990972245,3207.0
2109,533894.0992161785,434416.7732288493,1664.0
2110,549600.0874378092,321738.2891459707,1431.0
2111,535831.5942194487,419139.10095549934,2314.0
2112,714428.6185323929,496534.0922187185,1069.0
2113,455974.95250823133,296858.0499362927,2175.0
2114,472068.5092895872,462991.3320535803,1124.0
2115,516774.6842242324,349539.71195286885,1626.0
2116,176042.25814355316,253470.98535861168,698.0
2117,169990.62336903106,233993.1044270862,2694.0
2118,264919.753552253,346456.26069641765,2192.0
2119,176987.5705908523,263870.28781598713,1435.0
2120,466195.6364117222,467406.41324021947,1260.0
2121,803733.5174482809,420046.4889890319,353.0
2122,620264.5826715098,372080.8085330371,863.0
2123,466714.7911965632,313386.447419093,873.0
2124,688683.5435798639,397138.02532487735,2092.0
2125,111389.39787877433,166663.7177085178,3267.0
2126,696391.5222076306,419516.1971709188,946.0
2127,490708.3607423185,383009.2666249778,1185.0
2128,408582.29301836103,400261.60456387885,2634.0
2129,143477.89693036542,291087.4164157808,1957.0
2130,186821.95011124847,255297.04299202468,534.0
2131,634752.2255632039,379217.3595115449,1611.0
2132,277214.1717557331,316243.4345527021,1178.0
2133,622739.1237387874,487756.19400765654,1078.0
2134,109832.80064687814,172619.98571392987,2547.0
2135,460340.29938035045,471818.08274157066,867.0
2136,788263.1050143046,471418.479648835,1270.0
2137,555877.9666093879,327664.60874794703,1043.0
2138,369535.29679867934,417019.8155613858,545.0
2139,720162.9513157457,455003.30027820636,1453.0
2140,26940.33882247773,162045.92351232842,1550.0
2141,289290.4435317116,312399.2876778664,831.0
2142,174763.6575452048,285992.6281942902,3017.0
2143,205658.3434871409,227797.39038308617,2388.0
2144,845350.9457047698,557118.0869965311,304.0
2145,350523.98972420447,433154.5247932831,722.0
2146,495428.10999781784,305735.5537774833,2055.0
2147,471465.89822818077,432283.40126035083,923.0
2148,84349.22346315667,120888.8965132758,1097.0
2149,526107.6263762827,272113.3768815538,1386.0
2150,219152.26500836498,340369.91823775787,2406.0
2151,319910.7399861568,417216.8867701329,1321.0
2152,537773.9460313073,403827.2222674452,2774.0
2153,349402.6642635642,330109.7387991417,2010.0
2154,215736.17201718717,272566.0356568685,2361.0
2155,209042.01306461188,242745.42494317517,1763.0
2156,232016.34776462818,372997.555910673,1085.0
2157,455676.4498554166,286461.4005353693,546.0
2158,169424.56380254537,319785.5344819166,1840.0
2159,509967.70879514416,462383.72387771215,824.0
2160,63000.89173255782,204636.63865164667,346.0
2161,125332.9917899894,25378.48534280993,616.0
2162,486826.61861623457,392901.94936990086,1816.0
2163,657333.6972379237,398086.5576894097,1137.0
2164,1372.397649266757,154226.5356509788,443.0
2165,136196.48568374017,43945.07492659334,1162.0
2166,491491.9825661614,315758.35122380126,1389.0
2167,405726.74231817323,271959.6670871815,223.0
2168,126449.57497035619,269953.88557798974,1092.0
2169,586375.2174486269,482619.78028260544,681.0
2170,607882.9242066795,359994.1350684166,1947.0
2171,354599.8726451621,312894.3839349998,1971.0
2172,614176.7810110652,355495.2597251339,1491.0
2173,408806.7179722237,297969.25148973893,2173.0
2174,321359.140234395,265608.1982682673,1018.0
2175,128078.81641310279,307025.9202844566,1929.0
2176,822374.4199582166,428558.6639489243,378.0
2177,611526.948072844,413020.3082849309,2730.0
2178,326596.78707902174,284977.52827968355,1073.0
2179,175367.11511113762,339074.2046051221,1000.0
2180,30850.043776951323,193702.3081385875,1254.0
2181,543556.9079969916,347239.1455315631,2528.0
2182,475868.460448069,453225.41391074564,1478.0
2183,460107.90339021065,297229.8258972354,1740.0
2184,114249.96819641447,317122.4247051086,738.0
2185,832599.7497255546,500758.4079208011,826.0
2186,92134.50832893391,90908.03904705308,1284.0
2187,416510.2319947121,231386.64470645413,359.0
2188,646038.4508768374,443982.6182202697,907.0
2189,66291.82144159093,99332.59323323518,544.0
2190,537835.2942562434,414200.9006973207,1336.0
2191,593348.1869716863,352968.2580294879,1276.0
2192,649915.7126468767,455047.9274940789,1094.0
2193,384999.0255564993,408171.21948250383,1491.0
2194,309212.7461085755,269365.7245229455,407.0
2195,528800.5479449425,319530.37621015124,2591.0
2196,608652.3212321734,480534.6227108687,1712.0
2197,374130.3421168313,254145.39903516788,700.0
2198,868958.6888357163,463911.0342555735,405.0
2199,576608.4489565447,413759.14521962777,1571.0
2200,562179.8601865089,489661.73430749774,610.0
2201,734424.6869383503,510411.19872178044,703.0
2202,200447.1730054642,191935.88899109792,318.0
2203,237952.8173424594,99521.67733404785,605.0
2204,260718.4467151962,374031.3592066448,2479.0
2205,373884.0993010179,336078.9075612901,1791.0
2206,247370.99850948364,331122.5653848173,1574.0
2207,251652.5742906719,276934.03201527335,1670.0
2208,421492.66304003523,309330.09738102276,1809.0
2209,578378.2652233986,471164.79725174233,1318.0
2210,82328.68796076096,83089.87730197236,885.0
2211,752784.0558741633,374292.51683700643,479.0
2212,628444.7219509282,383676.2290584389,1926.0
2213,82692.37794537464,66452.36075429525,705.0
2214,265334.3257181474,293706.9522863496,2223.0
2215,711121.9412989388,416360.59285404626,1496.0
2216,137816.68070311024,37953.2532701958,1170.0
2217,669802.9881408946,399803.13484598603,2083.0
2218,556189.2761573622,431994.5384924589,1879.0
2219,825617.8997920998,542592.1349518448,337.0
2220,364821.39757212106,443985.0413122289,400.0
2221,516908.23494002345,359947.8301018942,1081.0
2222,117093.18039531418,262328.49091969803,1129.0
2223,288598.06370108575,364973.2642206047,2329.0
2224,60739.564101006516,90132.63769142609,588.0
2225,191582.76716905308,333639.56330260914,1574.0
2226,672884.8580239185,442574.91527554765,1443.0
2227,76315.96902560443,167362.7258176906,2327.0
2228,386031.9401002187,244686.25413019303,427.0
2229,400187.61674022145,389295.38588863146,2245.0
2230,366909.42618439236,274179.48221730907,827.0
2231,510672.4542742876,354085.68914660066,1290.0
2232,611952.1387436716,371034.4756356012,1382.0
2233,589285.9592020127,310331.85574821476,611.0
2234,319028.102979817,261071.11960385367,223.0
2235,729678.7892899613,424484.32089714985,1612.0
2236,738978.4374944842,345340.72637997754,1054.0
2237,300732.186842539,397506.5886995271,1361.0
2238,200075.20847146632,261664.13747191057,1594.0
2239,452827.15519470203,260244.38499480113,62.0
2240,714099.821432102,390104.8896723464,895.0
2241,237947.11928382172,72529.04206851218,621.0
2242,66904.66091102743,143106.5539199598,1443.0
2243,845222.8282445949,530112.649705586,654.0
2244,830880.0472754322,495042.54992593266,650.0
2245,232041.38514862367,106719.28486205172,398.0
2246,263776.96359826846,388718.5562290866,845.0
2247,511477.0825758983,416273.0063750241,2144.0
2248,781620.1197798387,438035.57832030114,956.0
2249,380072.2243110601,249417.77956506796,506.0
2250,828248.9475905073,564581.8474899149,178.0
2251,452403.08502602443,470910.321499099,843.0
2252,608106.3859181216,328354.1630210867,1659.0
2253,471092.442970328,324160.0721311057,626.0
2254,163944.3973520472,100777.87893105205,2159.0
2255,206514.3682026706,87526.5414920291,1276.0
2256,371151.57300248445,320555.28471486084,2700.0
2257,608171.0483421097,317783.14386305027,877.0
2258,51318.84822499001,142813.83845467772,1202.0
2259,154066.03411859047,21938.52779553365,180.0
2260,126640.29781025177,123553.11056482047,2373.0
2261,352342.7289051413,308381.3226267798,2550.0
2262,702468.693382697,356367.46336582396,464.0
2263,392358.91562212206,444260.16763734445,1156.0
2264,760197.9111185148,530743.9180789338,462.0
2265,514498.73506336176,333689.8255490521,2121.0
2266,564324.0053715075,380953.9566036267,2516.0
2267,355114.90631616843,323141.6048521912,1758.0
2268,214025.49122873147,251812.6994133368,1008.0
2269,170041.61496585462,303581.256999718,763.0
2270,53567.45114920093,180479.77125026472,834.0
2271,634904.7809379324,368667.6473077666,1194.0
2272,711518.1046662722,464281.56580279674,1042.0
2273,368533.8728660441,350911.5491400063,2462.0
2274,422239.2419445365,273274.97953849006,1905.0
2275,795663.7317639163,558437.6245461442,540.0
2276,221502.92852263513,291948.51505579613,2936.0
2277,572426.912119345,444441.3037448479,1274.0
2278,447339.5223778458,352846.4519995479,1003.0
2279,739883.8154447079,431398.9738692511,737.0
2280,303687.36213961407,313090.55551198684,1989.0
2281,766876.2970247029,392591.08191748895,1246.0
2282,714016.4143242023,507044.2257210966,980.0
2283,806120.5122452141,452891.9277703902,1303.0
2284,83065.75299098395,246812.63888425473,1424.0
2285,292200.49684576935,389872.1930751307,1276.0
2286,466981.80732563726,245806.33104021382,1026.0
2287,625704.3038424,430652.28783548437,1615.0
2288,139904.72002501058,233126.56825519912,1625.0
2289,166204.1477318197,262067.51331049856,2499.0
2290,700208.7043839702,361407.447250505,564.0
2291,450632.24368919997,399350.6528489003,2795.0
2292,284284.80526891875,392444.76870848704,1234.0
2293,737146.9616111077,447002.673474445,2079.0
2294,415844.9192778542,267592.74285929184,2035.0
2295,530441.8498317185,283037.9581974605,543.0
2296,147588.68281490443,289705.7460059617,2323.0
2297,225614.7326801952,369863.3232746236,1688.0
2298,364830.38351174974,315125.7341768984,2437.0
2299,434207.8558913272,387463.23617090005,1751.0
2300,792866.6744092493,536554.4049392929,376.0
2301,800107.5892506887,484204.4292414505,960.0
2302,560226.1173845646,390898.14801842347,1743.0
2303,589219.9614018786,341955.71177529637,1901.0
2304,134579.48995349044,49935.57016740274,935.0
2305,718412.228895436,320949.56636338774,741.0
2306,572388.0407881977,454814.9803278893,963.0
2307,256479.27471422753,285972.0747975735,228.0
2308,77509.32952711813,177897.0205118023,1968.0
2309,242485.08878887916,348511.7900315011,2314.0
2310,284893.7389488867,276964.49893270154,193.0
2311,765397.5289228542,327464.765655363,967.0
2312,253930.5725837141,307912.75918155164,950.0
2313,861641.1951134268,506116.89071588125,253.0
2314,466310.2322244745,380445.09352095146,2279.0
2315,717496.721556297,470525.13303697575,1283.0
2316,732419.8952439972,349801.5346537158,1057.0
2317,372466.438184314,305328.6605632091,1541.0
2318,121134.38284972467,70630.19241267815,1268.0
2319,814688.9041981983,519065.9450224582,780.0
2320,643074.640469521,380305.70663244836,910.0
2321,523734.4499258474,428029.268098684,2114.0
2322,467271.1709905591,256264.40979371034,723.0
2323,461455.4382453579,271384.1041889582,828.0
2324,588687.913479499,446574.6571194045,1666.0
2325,74791.76646258408,173340.43237376586,2346.0
2326,572569.3432853234,371479.97207892407,1215.0
2327,155564.75361175748,59786.76487793028,1175.0
2328,619476.821075232,435046.39016730525,864.0
2329,179795.9208460744,295000.9890148798,2910.0
2330,173178.6224459521,222206.40042735822,1579.0
2331,641518.9291666183,464333.78100852855,1092.0
2332,424864.4516472818,288991.4973281836,1967.0
2333,138343.24539910816,239036.5927843107,1517.0
2334,182303.09107640997,299501.70337095857,1898.0
2335,763128.0187405017,381231.7736744629,482.0
2336,531961.539008802,449660.18421405647,517.0
2337,93686.99135557079,205190.23595853057,1949.0
2338,261434.66080864146,384260.7190423971,1497.0
2339,359547.5064382789,414856.65628481563,1704.0
2340,492369.44043048966,258471.7613979755,920.0
2341,189324.22797084105,355598.48087119404,1013.0
2342,780610.29903133,496933.54671301506,1194.0
2343,241714.39851437235,338234.1449374547,3041.0
2344,768741.1029671384,398271.051413496,1460.0
2345,54810.97589005652,191012.0561936414,398.0
2346,765920.9023457624,499761.9429963678,1823.0
2347,627333.7433288179,457076.067922798,518.0
2348,787612.194356754,444404.11486739945,510.0
2349,81897.54880566621,236349.92320582457,844.0
2350,830174.2380033522,505718.8508380782,773.0
2351,120933.97161272046,320195.2773828143,1208.0
2352,413978.4148583841,272611.20607146993,1587.0
2353,762511.3660229973,525827.4812206756,453.0
